seed,density,power_threshold,major_axis,minor_axis,orientation
1,0.269,80,150.43007357529603,54.62053005592147,0.943466966165346
2,0.269,80,146.82542973862863,52.43554716773323,0.9516854701174126
3,0.269,80,154.30459244028745,55.42473953111806,0.9368993981977296
4,0.269,80,154.4826066140993,59.381202201058095,0.9455671711465098
5,0.269,80,155.90409025489578,59.05412564901912,0.9354512454603451
6,0.269,80,143.86180480644686,58.135071210737394,0.9030737797618894
7,0.269,80,149.635742910118,57.793578443057164,0.9210697350146736
8,0.269,80,151.9032877846894,56.98034886522703,0.916456429456504
9,0.269,80,154.83978807393373,59.470741925293574,0.9161422682720209
10,0.269,80,160.648620408999,58.40074660906015,0.896654315064567
11,0.269,80,157.34170377688716,56.915534663137635,0.9113044150794708
12,0.269,80,158.2327723826831,54.760816670668994,0.9393540799477021
13,0.269,80,154.8913745645329,56.338869786256446,0.92994964206009
14,0.269,80,158.97109858721748,58.55351592613376,0.9462506173457723
15,0.269,80,153.3350790978635,57.43139736966607,0.9704036562315449
16,0.269,80,162.3303919423568,58.03430232423263,0.9775693313897482
17,0.269,80,159.76285504932568,58.635722163854346,0.9756565717858575
18,0.269,80,161.15427392383495,54.17991626959235,0.9437390862204391
19,0.269,80,160.98224401390348,58.91155697469089,0.9487733465218723
20,0.269,80,155.38765909955123,61.616746183373856,0.9566164797246564
21,0.269,80,154.05504922433846,59.90084352664824,0.9494289530874497
22,0.269,80,155.9846100914843,58.02883586318074,0.9349788119461132
23,0.269,80,157.48904224292482,57.04201166611288,0.9583882623138852
24,0.269,80,150.47883217575142,56.90975383969265,0.9544398038658825
25,0.269,80,147.76071266824948,56.61366177511898,0.9602821229577773
26,0.269,80,144.53722391475023,56.65644791444475,0.9541708727358167
27,0.269,80,147.63958829645387,55.931104876894096,0.9595992616551882
28,0.269,80,150.94188127697888,56.954158596140445,0.9569629818406984
29,0.269,80,149.31300602289588,59.25284080413884,0.9485973352298435
30,0.269,80,148.5646314541071,57.21724387441475,0.9385801394191657
31,0.269,80,150.1929812494033,55.73092762122194,0.9684407308527689
32,0.269,80,149.17406446500513,57.452201629409636,1.0025456904440404
33,0.269,80,154.46762594055068,58.17707567631439,0.9508371946835836
34,0.269,80,157.47426941621745,57.717187214024335,0.9600252670800049
35,0.269,80,160.50728774995304,59.83901254985105,0.9527620693381653
36,0.269,80,158.9133675839672,60.42070592183419,0.952511146762882
37,0.269,80,157.8926271020752,57.87132500811504,0.9824531668615213
38,0.269,80,161.783459039478,61.06158481440976,0.9653584694514353
39,0.269,80,162.31931154763606,61.14246664053779,0.966153094506227
40,0.269,80,164.976499253043,60.355922451026,0.9671869461294682
41,0.269,80,160.51621308393547,60.66245076972379,0.9560567246975491
42,0.269,80,158.3535957180294,59.61161142209016,0.9540135005816905
43,0.269,80,150.018477301351,58.03031525523713,0.9771572134941687
44,0.269,80,156.6060817595162,57.501719477317764,0.9615344543415306
45,0.269,80,152.9577657805804,57.729173938649964,0.9788832173695895
46,0.269,80,150.3168722026495,58.491032476548355,0.9675981675532048
47,0.269,80,148.4775935162095,58.7128387412848,0.9865542804714269
48,0.269,80,150.13866302126215,58.5919767950887,0.9844381437340662
49,0.269,80,150.34652386833233,58.598582160816946,0.9727520446384511
50,0.269,80,149.01197721486676,58.59299236789451,0.9933857994762187
51,0.269,80,156.1997547850579,57.589463956197385,0.9611793175614624
52,0.269,80,156.9675336294888,61.53728789396476,0.9898018836599426
53,0.269,80,147.49296157710955,62.05094066218943,0.995766498383954
54,0.269,80,141.98724647672285,61.59034470714776,0.9837743178369547
55,0.269,80,146.39456368104794,60.5073406585707,0.9676640026242234
56,0.269,80,147.5047911211663,57.850525760104105,0.9388989190421847
57,0.269,80,155.90007029088287,59.270042454082315,0.9427162194787042
58,0.269,80,154.10582306799623,56.415507614815816,0.9519266479095544
59,0.269,80,155.63215432048236,53.83779499831603,0.9549415710268765
60,0.269,80,155.43498424732726,59.41518127290764,0.9281083469151232
61,0.269,80,154.77969466921948,58.93681934348108,0.9474162492567693
62,0.269,80,156.06222175081456,57.689356845939024,0.9698242905399724
63,0.269,80,154.77559320289978,57.05141466336671,0.9478818533687952
64,0.269,80,149.29790125787991,58.61911054434155,0.9350606056065819
65,0.269,80,159.50018209672095,59.99157921094371,0.9454108006891676
66,0.269,80,160.6143097958657,61.5248414044564,0.9505878974862854
67,0.269,80,156.14185173831308,60.953577808559956,0.9528527889682888
68,0.269,80,159.99099974511174,59.90874087629356,0.9321788920648849
69,0.269,80,154.02939810986774,57.23117326826332,0.9348657930878714
70,0.269,80,147.15106894600316,59.84315265456685,0.9147041139956623
71,0.269,80,148.26537943242985,56.30830791974378,0.9444712057251285
72,0.269,80,148.6620557602156,53.70951095165217,0.9611415688149932
73,0.269,80,149.5851003067482,53.949682181328235,0.9596340932980172
74,0.269,80,156.4029172515387,57.608639049695924,0.94823707981399
75,0.269,80,156.2519564879209,59.227959444332164,0.9490524836299318
76,0.269,80,154.20346499769695,58.24678611601354,0.9666672247541255
77,0.269,80,155.73622129578916,56.46829415923996,0.9815029569900416
78,0.269,80,157.4866345688395,57.4122858139231,1.002085877538806
79,0.269,80,158.67381083814985,60.242434954397,0.9833970904915961
80,0.269,80,160.07467441346336,59.586394801570265,0.9669688060332238
81,0.269,80,150.5970964292901,58.50342665559235,0.9628708353139993
82,0.269,80,149.7249090136792,56.33740714272532,0.9919828680153898
83,0.269,80,149.19644890226863,58.505291349338776,0.9943575253048957
84,0.269,80,152.31220031038325,61.76806873872939,0.9803120543018418
85,0.269,80,147.2201877188249,59.98146977699612,0.9753226388435299
86,0.269,80,147.35967088771864,57.61780771476721,0.9547547884238512
87,0.269,80,151.14665606043843,57.30419765178157,0.9567034698510726
88,0.269,80,149.84039389813492,56.2532276599269,0.9771592201134363
89,0.269,80,150.0655629148317,55.47741922228678,0.95413770819309
90,0.269,80,149.39605558760115,59.13887544844603,0.9393878551838308
91,0.269,80,147.4201090687464,57.483822685863636,0.9436130261400515
92,0.269,80,145.19825981586533,54.25529414641026,1.001629036981718
93,0.269,80,156.40479019327125,61.037280844485025,1.022434530461503
94,0.269,80,153.42860824484083,59.25645913594255,1.0047422638913122
95,0.269,80,155.8170339585945,59.52989122039658,0.9444725017134151
96,0.269,80,159.78924970745467,59.50272750126231,0.9425528083699526
97,0.269,80,156.02433614503576,58.52721771846441,0.931500347346035
98,0.269,80,157.81614450729177,55.96947327429982,0.9311555362030536
99,0.269,80,156.51878381263415,58.43159203096217,0.9139424947778644
100,0.269,80,157.89063801504614,63.18565052540586,0.9311914329647841
101,0.269,80,156.991082078134,62.017222461696264,0.94878916162822
