seed,density,power_threshold,major_axis,minor_axis,orientation
1,0.43361760376205927,80,160.99518434465728,60.51358595609157,0.9419399291885618
2,0.44879592171360305,80,158.39015415718217,62.71900765612875,0.9400076689477482
3,0.5406383220596604,80,163.32633282730941,65.42356733125365,0.9162263700852387
4,0.8736238712109413,80,246.2970903639845,125.51335540642484,0.9568553630113812
5,0.2775945368717916,80,152.68861592485408,56.40696422195544,0.9574981787899038
6,0.8142881211488013,80,228.26681411758108,102.7978538957552,0.9146907328075949
7,0.16104663149916576,80,139.46765953702183,52.808141736992766,0.9644219262547984
8,0.798743522233453,80,222.84166678256167,97.66029692232568,0.9280669094663294
9,0.10829932310855997,80,123.81437358478054,46.756768823174134,0.9655835461958231
10,0.7170565146133968,80,198.6194808751135,82.46285161420177,0.9178397313564066
11,0.24421575110141536,80,139.21215726323263,51.16207220732491,0.9469493563282327
12,0.2233302739037379,80,142.03718285848328,52.699300506659306,0.9535270964273482
13,0.7221619284590561,80,202.2201977312863,84.38273253363135,0.9155890253992458
14,0.5111546750181523,80,159.10699769953374,62.960740283888924,0.9178852958226463
15,0.779054157814863,80,219.347140732194,94.34960746011393,0.9174716478461745
16,0.2786328633228311,80,142.29648604937248,53.53292536594134,0.9424959960319909
17,0.3357320021496878,80,146.49314430929454,54.9161375072154,0.9524793391215162
18,0.6202993933916734,80,170.63146981379813,72.25294093231638,0.9166652020443817
19,0.17802688139956127,80,150.06219536654442,57.99323371032794,0.9644974606329619
20,0.5705046408618194,80,162.83297449901227,68.85475740733709,0.9284976846901435
21,0.13897990464730184,80,150.8382337509483,56.360166301163396,0.9376161430584187
22,0.2667684298870741,80,150.43007357529603,54.62053005592147,0.943466966165346
23,0.5138383070772714,80,161.47073535007678,62.9081864150866,0.9196922558418754
24,0.8680138426687348,80,244.75860096568246,121.42160265804803,0.967917614995187
25,0.7960993093017695,80,220.6052834025313,96.26547902819641,0.9254916515091322
26,0.34634796209997665,80,152.44393262153585,58.96338112588862,0.9454487908561822
27,0.44057712841511665,80,155.37036710252684,60.670029618018226,0.9494578826208574
28,0.6832109938312952,80,187.6097022659586,80.28185893566629,0.9164651929500398
29,0.7910079884560663,80,218.58444574025867,94.56119133279448,0.9194645341811982
30,0.6153148288546679,80,168.8392600471842,72.04434341841338,0.920040459826154
31,0.3288430573284125,80,145.17237782250928,53.32587067482688,0.9428839602975605
32,0.7871114138344318,80,218.48288657083685,95.24677515562102,0.925903703730242
33,0.2988081019501839,80,141.782467731853,51.04028961651037,0.9468491748887373
34,0.13084934470512774,80,143.5754040227571,54.695250208335196,0.9460858316217023
35,0.46644395857927246,80,158.14001595159976,61.1980283527503,0.9492103445407978
36,0.6828057532765806,80,187.6097022659586,80.28185893566629,0.9164651929500398
37,0.8555972822858455,80,244.54869316224722,117.94347696763981,0.9590514788444341
38,0.407818495613395,80,157.72302438863963,60.04034348614484,0.9469623732645994
39,0.5375113249162838,80,162.60774907583198,63.880161364692654,0.9186133824771027
40,0.42614962246422894,80,154.6589390070115,58.6113001975628,0.9497388583148431
41,0.30073889899595213,80,144.8530458060181,52.7054654424424,0.9471277943119047
42,0.39963209507789,80,153.81799632779126,58.08788240263209,0.9511472457283039
43,0.19204365311182317,80,157.7421026667299,61.043548035650474,0.9506036075726809
44,0.7678737189325195,80,216.89312099123666,93.32586578018716,0.9187907004939841
45,0.8912092107804801,80,253.49579968163556,133.87224771356355,0.9488656610808409
46,0.7270658806446005,80,207.3496363508226,86.92921205786882,0.9154013724812256
47,0.19079077751491963,80,154.29941904585203,58.97287515380715,0.9584626616111088
48,0.1139922167449221,80,128.96242821156147,49.23994614106499,0.9613397990197721
49,0.3407715646847317,80,148.74720664921963,56.55149224729241,0.9474487184373117
50,0.49568131643041713,80,164.08184312950715,65.59975405157455,0.9329717206562561
51,0.6405851324028419,80,176.52998864617314,73.60113667979053,0.9114360894299235
52,0.7584882725678336,80,213.18275696466128,90.88724454467771,0.9189944059638299
53,0.7773299257681071,80,219.347140732194,94.34960746011393,0.9174716478461745
54,0.4361463737126191,80,155.37036710252684,60.670029618018226,0.9494578826208574
55,0.1744866293374864,80,150.06219536654442,57.99323371032794,0.9644974606329619
56,0.8873534804340614,80,250.89302505698888,130.04767348627107,0.9471228725429446
57,0.16987971432174004,80,144.64607595303502,54.967062363053046,0.9622709369635775
58,0.3920844664181552,80,151.71456197144573,56.44009944410554,0.9533302627958546
59,0.8392280924595402,80,234.8893018973589,109.61530289927127,0.9473690554979853
60,0.340698664037295,80,148.74720664921963,56.55149224729241,0.9474487184373117
61,0.7595755807306255,80,214.62453974832312,92.0173879578066,0.915936845981167
62,0.12700376833856666,80,137.56373127679487,51.9246330447609,0.9511229731057607
63,0.5431528180004691,80,163.32633282730941,65.42356733125365,0.9162263700852387
64,0.4032788203470161,80,157.72302438863963,60.04034348614484,0.9469623732645994
65,0.2749160401177648,80,152.68861592485408,56.40696422195544,0.9574981787899038
66,0.22343006250502065,80,142.03718285848328,52.699300506659306,0.9535270964273482
67,0.5366811439479829,80,162.60774907583198,63.880161364692654,0.9186133824771027
68,0.3074971759587547,80,147.0889092069951,54.20965487548594,0.9578870852417823
69,0.33699932933794685,80,146.49314430929454,54.9161375072154,0.9524793391215162
70,0.8419844308951671,80,236.12455317665226,110.91637048083419,0.9468900679588911
71,0.24846021985483147,80,144.0647053279135,52.82876144503582,0.9484226099147309
72,0.1853905618042486,80,154.29941904585203,58.97287515380715,0.9584626616111088
73,0.6141519326288633,80,166.60724529888236,70.73449523681842,0.9235822609532873
74,0.26176183474419307,80,147.42089340028753,52.98524643725638,0.9458470678107389
75,0.5551521760953965,80,167.11768125526743,69.90231990352468,0.9215912251776739
76,0.3486638398050842,80,152.44393262153585,58.96338112588862,0.9454487908561822
77,0.8352872254393454,80,232.93243675208757,106.2528925786076,0.9244375990690649
78,0.13854498200019016,80,143.5754040227571,54.695250208335196,0.9460858316217023
